Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EmployeeCount,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Location,DailyRate,HourlyRate,MonthlyRate,EnvironmentSatisfaction,Tenure_Years
58,No,Non-Travel,HR,28,PhD,2,Male,2,1,Analyst,3,Divorced,248832.0,7,No,16.0,2,1,0,0,1,0,9,9,Ahmedabad,1396,133,40748,1,0
34,Yes,Travel_Frequently,Sales,1,High School,4,Male,1,1,Specialist,2,Separated,115421.0,0,Yes,18.5,4,2,24,3,4,2,1,6,Delhi,1759,99,11521,2,2
45,Yes,Non-Travel,Engineering,2,PhD,5,Female,2,4,Specialist,3,Married,237241.0,6,Yes,17.5,3,3,18,4,3,15,2,8,Delhi,1020,145,23079,3,15
30,Yes,Travel_Rarely,HR,10,PhD,3,Male,1,4,Lead,4,Married,107901.0,6,Yes,19.3,3,3,15,1,4,7,0,9,Chennai,1307,185,20634,2,7
60,Yes,Non-Travel,HR,19,M.Sc,2,Male,4,5,Associate,2,Married,169030.0,10,Yes,24.0,1,3,25,3,2,3,0,2,Pune,1436,185,27825,4,3
60,Yes,Travel_Rarely,Engineering,14,B.Tech,1,Male,1,2,Lead,3,Divorced,63978.0,10,No,16.0,2,4,0,0,2,0,8,0,Delhi,1556,140,20963,3,0
58,Yes,Travel_Frequently,Finance,6,B.Tech,2,Female,1,3,Manager,4,Divorced,50112.0,0,No,15.3,1,1,12,6,3,10,7,8,Hyderabad,1005,109,36686,1,10
35,No,Travel_Frequently,Marketing,25,Master's,3,Female,3,1,Senior,2,Married,183444.0,5,Yes,15.8,2,1,14,3,2,9,10,5,Delhi,1418,92,30377,1,9
46,No,Travel_Frequently,Sales,24,MBA,3,Female,3,3,Manager,2,Married,138634.0,4,Yes,20.9,2,1,4,0,1,4,10,2,Chennai,1985,169,13117,2,4
55,No,Travel_Frequently,Operations,28,PhD,1,Female,2,3,Specialist,2,Single,62608.0,7,Yes,22.7,10,1,0,5,4,0,2,3,Pune,1233,145,12513,3,0
22,No,Travel_Rarely,Finance,25,B.Tech,5,Male,2,2,Manager,2,Divorced,228414.0,4,No,25.0,4,2,16,5,4,8,5,3,Mumbai,947,156,47107,3,8
49,Yes,Travel_Frequently,Support,3,M.Sc,3,Male,4,5,Senior,1,Divorced,43775.0,9,Yes,17.4,4,3,23,6,4,5,2,4,Kolkata,1391,72,12891,2,5
45,Yes,Travel_Rarely,Operations,10,MBA,5,Male,1,5,Senior,4,Separated,226522.0,4,No,12.0,4,3,14,3,2,12,10,0,Bangalore,1673,163,23394,2,12
54,Yes,Travel_Frequently,Admin,21,MBA,3,Female,3,5,Junior,1,Divorced,91825.0,9,Yes,11.6,2,4,14,3,3,12,9,9,Pune,1702,182,20486,3,12
44,No,Non-Travel,Support,14,Bachelor's,5,Female,2,2,Executive,1,Single,200475.0,3,No,22.9,3,1,23,1,2,10,10,10,Jaipur,1898,181,25908,4,10
29,No,Travel_Rarely,Finance,11,High School,3,Male,1,1,Specialist,1,Single,159013.0,0,No,15.0,1,4,14,3,3,12,4,10,Chandigarh,1436,185,44360,4,12
48,No,Non-Travel,Finance,26,Bachelor's,5,Female,3,1,Junior,2,Separated,233113.0,2,Yes,10.6,2,3,-5,2,2,2,7,2,Delhi,881,198,31007,2,2
49,No,Travel_Frequently,Finance,27,Master's,4,Female,4,4,Associate,3,Separated,72827.0,4,Yes,12.5,4,4,16,3,2,12,6,7,Ahmedabad,1784,62,24052,3,12
22,No,Travel_Rarely,Admin,10,M.Sc,5,Male,2,2,Analyst,1,Single,76240.0,3,Yes,22.4,4,4,15,2,4,7,4,4,Chandigarh,1613,79,29813,3,7
34,No,Travel_Frequently,Admin,24,M.Sc,5,Female,4,1,Senior,2,Single,68396.0,1,Yes,14.3,3,1,1,0,3,1,8,9,Mumbai,1373,106,39956,4,1
58,No,Non-Travel,IT,6,High School,4,Male,1,3,Associate,4,Single,159723.0,6,No,22.5,1,4,14,5,2,10,7,9,Jaipur,1236,199,10895,1,10
39,Yes,Travel_Frequently,Operations,30,Bachelor's,1,Female,1,2,Senior,2,Divorced,46838.0,1,No,18.6,2,1,9,6,1,0,0,5,Chandigarh,644,89,48191,4,0
29,Yes,Travel_Frequently,IT,19,M.Sc,4,Female,4,3,Associate,4,Married,131335.0,6,No,10.3,3,4,9,4,4,9,5,5,Bangalore,579,178,47583,1,9
57,No,Non-Travel,Operations,11,MBA,2,Male,3,5,Lead,2,Separated,34211.0,0,No,24.3,1,2,12,1,2,2,8,8,Ahmedabad,1565,200,11673,3,2
44,No,Travel_Rarely,Marketing,12,High School,5,Male,4,3,Analyst,3,Separated,144622.0,6,Yes,21.8,2,1,16,4,4,4,8,3,Bangalore,1994,54,47403,4,4
51,No,Non-Travel,IT,26,High School,2,Female,3,5,Analyst,3,Separated,121224.0,7,No,24.7,3,1,3,6,3,0,9,10,Kolkata,680,155,22644,2,0
47,Yes,Travel_Rarely,Sales,9,High School,5,Male,3,5,Associate,3,Divorced,46514.0,9,Yes,15.3,2,2,8,1,3,0,2,4,Hyderabad,888,170,12469,1,0
48,No,Travel_Rarely,Support,8,B.Tech,5,Male,2,1,Manager,1,Single,187165.0,2,No,12.5,1,1,9,3,1,4,2,4,Chandigarh,885,171,47321,1,4
45,No,Travel_Frequently,Support,28,High School,5,Female,1,5,Lead,1,Married,136429.0,5,Yes,11.6,1,3,2,2,3,2,7,10,Mumbai,741,160,40213,4,2
53,Yes,Travel_Rarely,IT,22,Bachelor's,5,Male,1,4,Executive,1,Divorced,136783.0,1,No,23.1,4,3,1,3,4,1,6,1,Bangalore,595,120,31373,2,1
34,Yes,Travel_Frequently,Support,16,M.Sc,5,Male,4,4,Junior,4,Separated,183618.0,4,Yes,15.6,2,4,19,6,1,10,0,3,Bangalore,1533,151,18967,2,10
33,Yes,Travel_Rarely,Operations,8,Master's,3,Female,4,5,Manager,1,Single,131180.0,9,No,20.0,1,4,18,3,4,8,8,8,Kolkata,1226,67,31930,3,8
33,Yes,Non-Travel,Operations,6,Diploma,5,Female,2,3,Executive,1,Divorced,35156.0,8,No,23.4,2,2,1,4,2,1,6,5,Bangalore,1128,157,40582,4,1
25,No,Travel_Rarely,Engineering,7,Master's,4,Male,3,2,Analyst,2,Divorced,215561.0,3,Yes,21.8,3,2,25,2,4,14,7,2,Delhi,803,182,25425,3,14
37,Yes,Travel_Frequently,Sales,14,High School,5,Male,4,4,Senior,4,Divorced,162125.0,5,Yes,18.8,1,1,9,5,4,2,2,6,Mumbai,670,156,29506,3,2
37,No,Travel_Frequently,Finance,7,PhD,4,Female,2,1,Specialist,1,Single,76372.0,4,No,10.9,4,4,10,5,2,8,2,9,Bangalore,1202,133,25717,3,8
58,No,Travel_Frequently,Support,15,MBA,2,Male,2,4,Specialist,3,Married,110822.0,0,Yes,20.3,3,2,4,3,3,3,9,10,Kolkata,1658,68,24725,2,3
24,No,Non-Travel,Operations,24,B.Tech,4,Male,3,3,Senior,1,Separated,232979.0,8,Yes,21.8,4,3,17,0,4,1,0,3,Pune,1787,182,23294,4,1
52,No,Travel_Frequently,Engineering,15,MBA,2,Female,3,4,Executive,2,Separated,114262.0,10,Yes,10.5,2,2,3,5,1,0,6,9,Ahmedabad,1969,62,40691,1,0
42,No,Non-Travel,R&D,25,M.Sc,2,Male,4,2,Specialist,1,Single,163932.0,6,No,22.2,4,4,20,5,1,3,2,10,Mumbai,1750,188,42760,3,3
36,No,Travel_Frequently,Engineering,2,B.Tech,3,Male,4,3,Associate,3,Separated,77680.0,1,Yes,18.0,3,1,24,1,4,0,7,7,Pune,1564,52,38520,4,0
49,Yes,Travel_Frequently,HR,21,MBA,2,Male,1,2,Executive,1,Separated,181011.0,9,Yes,17.0,4,1,1,2,1,0,4,9,Bangalore,1524,87,15639,1,0
52,No,Travel_Rarely,Admin,25,High School,4,Male,2,2,Analyst,3,Divorced,26406.0,0,No,15.3,1,4,22,5,1,9,3,6,Bangalore,1147,105,21682,2,9
39,No,Non-Travel,IT,7,Master's,1,Male,1,3,Analyst,3,Married,247441.0,10,Yes,14.7,2,3,13,1,2,7,1,7,Bangalore,1278,97,49156,4,7
38,No,Travel_Frequently,Engineering,13,B.Tech,4,Male,3,5,Analyst,4,Single,204979.0,1,Yes,11.6,3,1,6,2,2,6,0,10,Hyderabad,1782,131,12747,2,6
39,Yes,Non-Travel,Operations,14,MBA,3,Male,4,4,Analyst,2,Single,185727.0,0,Yes,24.3,3,2,7,0,1,6,3,0,Delhi,1170,197,41155,2,6
44,No,Travel_Rarely,Admin,28,B.Tech,4,Male,3,4,Associate,3,Married,73512.0,9,No,17.4,3,1,5,0,2,1,5,2,Kolkata,1403,129,49962,3,1
38,No,Travel_Rarely,Operations,12,M.Sc,3,Male,3,2,Manager,3,Single,26753.0,3,No,11.4,4,2,8,5,1,7,6,4,Pune,624,102,39345,4,7
60,No,Travel_Frequently,Finance,6,High School,4,Female,2,2,Analyst,4,Divorced,176533.0,6,No,22.0,2,2,18,3,4,11,1,1,Bangalore,1440,50,20695,3,11
47,No,Travel_Rarely,Finance,6,B.Tech,4,Male,3,1,Junior,2,Separated,121652.0,1,No,11.0,4,2,8,5,1,6,2,0,Mumbai,678,50,28686,4,6
41,No,Non-Travel,Support,8,Diploma,3,Female,2,2,Specialist,4,Single,29749.0,4,No,21.9,2,4,17,5,3,3,9,4,Pune,1353,200,25124,1,3
38,No,Non-Travel,Operations,25,M.Sc,1,Male,3,3,Manager,1,Married,116526.0,1,No,12.3,3,3,21,5,1,10,4,8,Mumbai,963,137,46199,2,10
57,Yes,Travel_Frequently,Engineering,28,Diploma,3,Male,2,4,Junior,2,Married,34907.0,8,Yes,13.7,4,4,24,5,1,7,1,9,Kolkata,967,65,35857,3,7
55,No,Travel_Rarely,Operations,8,PhD,5,Male,2,3,Lead,4,Divorced,206790.0,1,No,18.1,4,1,8,5,2,4,9,8,Kolkata,1781,73,24137,3,4
53,No,Travel_Frequently,Operations,29,B.Tech,5,Female,3,5,Lead,1,Divorced,31301.0,0,Yes,19.3,1,3,11,1,3,0,7,8,Pune,1230,111,30491,1,0
34,No,Travel_Frequently,IT,500,High School,1,Male,1,3,Lead,2,Single,132229.0,10,Yes,16.5,4,4,16,2,1,50,4,6,Hyderabad,1795,103,13360,4,50
60,No,Travel_Rarely,Marketing,3,B.Tech,3,Female,3,5,Manager,1,Single,63836.0,4,Yes,15.3,1,2,17,4,3,13,0,9,Hyderabad,1864,93,19033,4,13
26,Yes,Non-Travel,Sales,8,PhD,1,Male,2,2,Executive,4,Single,100991.0,1,No,20.8,2,1,7,4,1,5,7,5,Chandigarh,1320,163,10252,4,5
56,No,Non-Travel,IT,28,Master's,3,Male,4,4,Senior,1,Single,191797.0,3,Yes,13.1,4,3,20,4,4,8,9,0,Pune,906,63,17001,3,8
38,Yes,Travel_Frequently,Operations,24,MBA,3,Female,2,5,Executive,3,Married,163389.0,0,Yes,17.8,4,2,13,5,1,50,7,4,Pune,1973,147,10522,4,50
39,Yes,Travel_Frequently,IT,6,Master's,2,Male,2,1,Executive,3,Separated,57669.0,7,Yes,15.8,4,3,15,4,4,1,4,1,Jaipur,1382,98,38324,2,1
53,No,Non-Travel,IT,21,B.Tech,4,Male,4,3,Analyst,1,Married,215716.0,3,Yes,18.5,2,4,14,2,1,10,7,2,Hyderabad,662,65,31111,4,10
39,No,Non-Travel,Sales,22,Diploma,3,Female,1,2,Lead,3,Single,96936.0,10,Yes,14.3,1,1,12,5,3,1,5,3,Mumbai,1264,179,42858,1,1
49,Yes,Travel_Frequently,Support,21,M.Sc,4,Male,1,4,Executive,4,Divorced,142580.0,8,No,10.6,2,3,11,4,4,7,4,7,Pune,1629,80,14564,4,7
42,No,Travel_Frequently,R&D,19,High School,5,Male,1,2,Lead,1,Married,98595.0,1,No,11.6,1,2,23,5,1,1,1,9,Ahmedabad,1676,141,20573,2,1
55,No,Travel_Frequently,Support,4,M.Sc,5,Male,1,4,Senior,4,Married,103551.0,8,Yes,24.8,4,2,13,1,3,3,5,4,Ahmedabad,1547,165,46586,4,3
57,Yes,Non-Travel,Engineering,10,Bachelor's,1,Male,2,3,Associate,1,Married,54543.0,4,Yes,13.8,1,4,16,3,4,3,10,10,Pune,1290,148,33370,2,3
35,No,Travel_Rarely,IT,8,Bachelor's,3,Male,2,1,Manager,4,Separated,233058.0,5,No,15.5,4,3,25,6,4,0,9,10,Jaipur,1537,147,30074,4,0
28,Yes,Non-Travel,IT,12,PhD,3,Female,1,5,Specialist,4,Separated,49028.0,8,No,21.9,3,2,2,5,3,1,5,7,Mumbai,1831,130,49239,2,1
49,No,Travel_Rarely,Finance,5,M.Sc,4,Female,3,4,Executive,1,Separated,57821.0,10,No,12.3,2,1,5,3,3,1,1,8,Pune,874,58,47134,2,1
52,No,Travel_Rarely,Engineering,26,MBA,1,Male,2,3,Analyst,1,Married,139388.0,0,Yes,23.7,1,4,9,3,4,0,3,3,Chandigarh,1110,115,32168,3,0
52,No,Non-Travel,Support,27,Master's,4,Male,1,2,Senior,1,Divorced,173288.0,8,Yes,15.0,2,2,8,6,3,7,10,8,Kolkata,1950,138,11170,3,7
25,Yes,Travel_Rarely,Finance,27,MBA,4,Female,3,4,Executive,4,Married,229850.0,5,Yes,18.3,3,1,25,5,1,9,3,9,Chandigarh,1656,89,33342,4,9
56,Yes,Travel_Rarely,HR,10,Bachelor's,3,Male,2,5,Senior,1,Separated,213374.0,4,No,19.6,2,3,17,5,4,9,2,9,Chandigarh,1526,163,21372,3,9
29,No,Non-Travel,Support,11,Master's,3,Male,3,3,Analyst,4,Separated,72228.0,1,Yes,12.5,3,1,9,5,2,1,7,3,Mumbai,1492,128,47375,4,1
45,Yes,Travel_Frequently,Marketing,10,Bachelor's,5,Male,1,2,Manager,4,Separated,181271.0,7,No,10.8,1,3,20,1,1,5,9,3,Chennai,915,149,40470,4,5
44,Yes,Travel_Rarely,Admin,29,Master's,3,Female,3,1,Lead,2,Divorced,104652.0,2,Yes,19.3,10,2,13,0,4,1,2,3,Delhi,797,195,40772,2,1
54,Yes,Travel_Frequently,Sales,25,B.Tech,2,Female,4,3,Manager,3,Divorced,212418.0,1,Yes,11.0,3,3,2,5,1,0,7,4,Bangalore,1299,70,30414,2,0
50,Yes,Non-Travel,Support,4,Diploma,5,Female,3,1,Specialist,1,Separated,108300.0,3,Yes,21.2,1,1,16,4,4,4,0,3,Jaipur,1668,71,41778,2,4
52,Yes,Travel_Frequently,HR,25,Diploma,1,Male,1,4,Junior,3,Divorced,68145.0,8,No,15.6,4,3,0,1,1,0,8,0,Ahmedabad,700,62,20488,4,0
45,Yes,Travel_Rarely,Finance,15,PhD,5,Female,3,4,Executive,3,Separated,80875.0,0,Yes,21.6,3,1,23,5,1,6,1,4,Pune,1516,193,45586,1,6
55,Yes,Travel_Rarely,HR,28,High School,2,Male,2,1,Manager,2,Single,67115.0,4,No,20.1,1,4,0,4,2,0,3,4,Kolkata,1514,50,48440,4,0
57,Yes,Travel_Frequently,IT,27,PhD,5,Female,1,1,Associate,2,Separated,111532.0,7,Yes,15.2,4,2,9,1,3,6,6,7,Kolkata,1317,185,18434,2,6
28,Yes,Non-Travel,Marketing,10,Bachelor's,1,Female,4,1,Associate,4,Divorced,152041.0,0,Yes,15.8,1,2,16,0,3,1,4,9,Chennai,1075,141,10129,4,1
36,No,Travel_Rarely,HR,13,MBA,5,Male,2,1,Specialist,3,Divorced,79194.0,2,Yes,15.2,2,3,24,5,2,4,4,1,Pune,1881,150,43021,1,4
43,Yes,Travel_Rarely,Finance,16,Bachelor's,5,Female,1,3,Manager,3,Divorced,119452.0,0,No,17.8,2,3,23,3,3,9,8,8,Chandigarh,852,57,35225,1,9
39,No,Travel_Frequently,Admin,30,High School,5,Female,3,1,Specialist,4,Separated,231252.0,1,Yes,15.3,10,2,3,1,1,0,2,1,Chennai,1832,149,11283,2,0
26,No,Travel_Rarely,R&D,5,Master's,5,Female,3,1,Senior,3,Single,196312.0,0,No,17.7,3,3,5,1,4,1,7,2,Chandigarh,774,66,35204,4,1
39,Yes,Non-Travel,HR,26,PhD,2,Female,2,4,Analyst,3,Separated,155435.0,4,Yes,19.9,3,1,4,2,3,1,0,7,Chennai,1092,138,32252,3,1
58,No,Non-Travel,HR,26,M.Sc,5,Female,3,3,Lead,4,Separated,91055.0,7,Yes,11.3,4,4,25,3,3,15,0,2,Chandigarh,1139,135,43085,4,15
56,No,Travel_Frequently,Marketing,10,MBA,2,Male,3,3,Lead,3,Married,123127.0,1,Yes,19.1,4,3,20,3,4,15,6,0,Bangalore,1080,122,13303,1,15
29,No,Travel_Frequently,Operations,7,High School,3,Male,1,4,Specialist,4,Divorced,231557.0,10,Yes,13.6,2,4,22,3,1,11,6,8,Chennai,1285,181,40326,3,11
41,No,Non-Travel,Admin,17,High School,3,Male,3,5,Analyst,4,Married,95421.0,7,No,22.0,2,4,22,1,4,0,5,6,Pune,818,113,33080,1,0
59,Yes,Travel_Rarely,R&D,22,M.Sc,5,Female,1,3,Junior,4,Single,114687.0,5,Yes,14.8,3,1,18,3,1,6,1,0,Jaipur,879,184,17121,1,6
27,Yes,Travel_Frequently,IT,26,MBA,3,Male,3,3,Junior,3,Single,115125.0,3,Yes,12.6,2,1,22,4,4,13,3,5,Mumbai,699,124,47243,2,13
28,Yes,Travel_Rarely,Operations,16,Master's,4,Female,4,2,Lead,1,Single,216794.0,4,Yes,11.3,2,4,25,2,1,12,0,2,Kolkata,1912,143,12327,1,12
51,No,Travel_Frequently,Operations,23,Master's,3,Male,3,3,Manager,1,Married,236615.0,9,Yes,24.6,2,3,16,4,1,12,0,1,Hyderabad,1471,54,26376,4,12
50,Yes,Travel_Frequently,Operations,7,Master's,5,Female,3,5,Associate,4,Single,95513.0,3,Yes,16.4,4,3,0,2,2,1,9,1,Jaipur,1329,134,12936,3,1
23,Yes,Travel_Rarely,Operations,17,M.Sc,2,Male,3,4,Executive,4,Divorced,136516.0,2,No,23.1,10,1,8,3,2,7,2,6,Hyderabad,1213,128,44159,3,7
48,Yes,Travel_Rarely,HR,6,Diploma,4,Female,1,1,Lead,4,Married,127535.0,5,No,17.4,4,4,19,2,2,13,4,9,Chennai,1667,64,38895,1,13
60,No,Travel_Rarely,Finance,3,M.Sc,5,Female,2,2,Associate,1,Divorced,29034.0,5,No,22.7,3,3,10,3,4,1,8,6,Kolkata,1991,107,44342,3,1
23,Yes,Non-Travel,Operations,6,B.Tech,4,Male,2,2,Specialist,3,Married,146534.0,4,No,23.1,1,3,17,0,2,9,0,9,Mumbai,1222,60,46649,2,9
27,Yes,Non-Travel,IT,3,PhD,2,Male,3,3,Junior,4,Separated,140428.0,1,No,15.8,3,1,11,0,3,1,5,1,Pune,863,107,33853,1,1
39,No,Non-Travel,R&D,4,Diploma,5,Female,3,2,Specialist,1,Married,180820.0,8,No,10.1,3,2,17,0,1,10,8,8,Pune,1038,119,36996,1,10
25,No,Travel_Rarely,Marketing,9,Diploma,3,Male,3,1,Specialist,4,Single,200936.0,0,Yes,23.7,3,3,14,5,2,13,3,4,Ahmedabad,1981,75,18147,1,13
43,Yes,Travel_Rarely,IT,3,MBA,4,Female,3,5,Specialist,1,Married,80586.0,4,Yes,11.7,2,2,19,5,1,0,4,2,Chennai,1628,133,21856,3,0
24,Yes,Travel_Frequently,Operations,30,PhD,4,Male,1,2,Executive,3,Divorced,158069.0,5,No,24.3,4,4,12,1,3,1,7,4,Mumbai,1016,177,15461,3,1
22,No,Travel_Rarely,R&D,8,Diploma,1,Male,4,3,Specialist,1,Married,244785.0,10,No,12.0,3,4,25,1,4,5,6,9,Bangalore,945,119,17640,2,5
24,No,Travel_Rarely,Admin,6,PhD,3,Female,2,1,Associate,2,Single,69438.0,0,No,18.9,1,4,14,2,3,13,9,10,Chandigarh,1594,58,41721,4,13
54,Yes,Non-Travel,IT,1,B.Tech,1,Male,4,3,Manager,4,Single,229079.0,7,Yes,13.1,3,4,22,4,3,6,0,3,Hyderabad,1559,139,40306,2,6
35,Yes,Non-Travel,Engineering,12,Bachelor's,3,Male,1,1,Associate,1,Divorced,127697.0,3,No,16.0,4,3,21,6,1,4,6,3,Bangalore,1980,90,24128,2,4
50,No,Travel_Rarely,Admin,14,Master's,3,Male,3,4,Associate,4,Married,61978.0,5,Yes,16.6,2,3,25,3,3,8,0,3,Pune,791,154,19199,1,8
44,Yes,Travel_Frequently,Operations,5,M.Sc,2,Male,4,5,Specialist,1,Separated,219562.0,9,No,16.1,2,1,12,6,2,0,6,6,Hyderabad,1826,77,18095,3,0
34,No,Travel_Rarely,R&D,7,B.Tech,3,Male,1,5,Senior,3,Divorced,78611.0,3,No,20.3,2,2,5,4,4,4,7,6,Delhi,592,114,20650,1,4
45,Yes,Travel_Rarely,Engineering,22,MBA,4,Male,4,3,Lead,4,Divorced,202960.0,4,No,15.0,2,1,24,5,1,9,2,10,Ahmedabad,559,106,14744,1,9
29,No,Travel_Rarely,Engineering,1,M.Sc,5,Female,3,3,Senior,1,Divorced,88062.0,6,No,12.3,4,3,23,0,4,8,5,1,Mumbai,1828,147,37694,2,8
55,Yes,Travel_Frequently,IT,10,B.Tech,1,Female,1,3,Junior,4,Single,363417.75,5,No,22.1,4,1,19,1,1,1,7,10,Bangalore,1382,69,41306,3,1
25,No,Travel_Frequently,R&D,9,High School,2,Male,3,3,Lead,2,Single,230136.0,10,No,23.0,2,2,12,1,1,11,6,3,Pune,1430,163,44627,3,11
59,Yes,Non-Travel,Marketing,17,B.Tech,3,Male,3,2,Junior,3,Divorced,69730.0,2,Yes,13.7,4,3,18,6,1,3,9,8,Mumbai,1214,97,44739,2,3
34,No,Travel_Rarely,IT,6,MBA,5,Female,1,1,Manager,3,Divorced,140423.0,1,Yes,20.2,1,2,11,3,4,0,8,9,Jaipur,1792,154,47695,4,0
52,Yes,Travel_Frequently,HR,16,Bachelor's,5,Male,3,5,Associate,1,Separated,213671.0,9,Yes,20.8,3,4,8,1,2,6,1,7,Ahmedabad,823,184,19209,3,6
41,No,Non-Travel,Engineering,9,PhD,2,Female,2,5,Executive,3,Married,135680.0,7,No,16.5,4,2,17,0,3,10,8,2,Delhi,1771,158,28194,3,10
51,No,Travel_Frequently,Operations,6,Diploma,4,Female,2,5,Specialist,4,Divorced,70478.0,5,No,17.3,3,4,6,5,1,4,9,9,Chennai,1463,53,18351,1,4
59,No,Travel_Rarely,Finance,8,PhD,2,Female,4,4,Analyst,3,Separated,65742.0,8,No,13.0,4,3,0,5,4,0,1,3,Kolkata,1510,191,39962,1,0
26,No,Travel_Frequently,Sales,22,PhD,5,Male,4,5,Lead,4,Divorced,195692.0,9,No,19.6,2,1,21,3,3,14,5,4,Chennai,1036,180,10314,2,14
36,Yes,Non-Travel,Marketing,13,M.Sc,4,Female,4,1,Associate,3,Single,88398.0,1,No,20.7,4,3,21,0,3,2,3,3,Chennai,1509,126,32347,3,2
35,No,Travel_Frequently,IT,17,Diploma,2,Male,3,5,Lead,4,Married,35521.0,9,Yes,11.8,4,3,9,5,4,3,10,0,Bangalore,781,82,29418,2,3
44,No,Travel_Frequently,Finance,12,M.Sc,2,Female,2,3,Analyst,3,Separated,0.0,6,No,23.7,2,4,13,3,1,7,2,1,Hyderabad,1926,78,15024,2,7
51,No,Travel_Frequently,IT,10,Master's,4,Female,1,3,Lead,3,Single,26019.0,5,No,23.4,2,3,11,6,2,0,0,5,Ahmedabad,1434,70,30818,3,0
55,Yes,Travel_Frequently,HR,24,PhD,1,Male,3,2,Manager,3,Single,167212.0,3,Yes,20.8,1,1,0,3,3,0,6,9,Chennai,1146,184,33212,2,0
57,No,Travel_Frequently,Engineering,29,Bachelor's,2,Male,4,4,Analyst,1,Married,83787.0,4,No,19.0,3,3,11,0,4,0,8,8,Delhi,1322,143,24422,3,0
58,No,Travel_Rarely,Admin,14,M.Sc,4,Female,1,4,Specialist,4,Married,193101.0,7,Yes,15.3,3,3,22,4,2,8,7,6,Ahmedabad,1120,87,45584,1,8
59,No,Travel_Rarely,IT,25,Bachelor's,4,Female,3,3,Senior,2,Separated,173658.0,7,No,24.0,1,4,8,3,4,7,1,3,Mumbai,1468,118,11819,4,7
23,No,Non-Travel,Admin,16,B.Tech,5,Female,4,1,Senior,3,Single,219140.0,1,No,22.1,1,3,10,4,3,4,6,5,Chandigarh,1366,163,36375,4,4
28,Yes,Travel_Frequently,Marketing,30,B.Tech,2,Male,3,5,Analyst,2,Separated,117050.0,1,Yes,13.1,1,2,15,2,3,9,4,1,Chennai,1801,162,29445,1,9
54,No,Non-Travel,Finance,21,M.Sc,1,Female,2,3,Manager,3,Married,102042.0,10,Yes,21.8,1,1,18,6,3,10,8,9,Bangalore,1779,165,11958,2,10
48,Yes,Travel_Rarely,HR,6,High School,4,Male,2,3,Lead,1,Married,180117.0,3,Yes,11.3,2,3,13,5,2,9,3,5,Mumbai,1115,138,38939,1,9
45,No,Travel_Rarely,Support,23,Diploma,1,Female,3,2,Specialist,4,Married,173034.0,7,Yes,15.7,2,4,14,0,3,10,10,2,Hyderabad,1240,174,10357,3,10
59,No,Travel_Rarely,Operations,10,PhD,5,Male,1,4,Analyst,4,Single,236965.0,2,Yes,21.9,4,3,20,0,2,5,0,9,Kolkata,918,131,45620,4,5
43,No,Non-Travel,Operations,18,Bachelor's,2,Female,4,1,Junior,2,Divorced,146110.0,9,No,15.8,1,1,5,0,2,4,1,5,Hyderabad,1579,69,25955,3,4
25,No,Travel_Frequently,HR,13,B.Tech,1,Male,3,1,Associate,3,Married,93926.0,2,No,19.6,1,4,12,3,4,2,9,3,Ahmedabad,1431,154,25156,3,2
57,Yes,Non-Travel,IT,8,M.Sc,4,Male,1,1,Junior,4,Separated,176307.0,1,Yes,12.5,3,4,3,1,1,0,6,8,Pune,1137,196,42416,2,0
58,Yes,Travel_Frequently,Support,16,Diploma,3,Male,4,5,Specialist,1,Divorced,174770.0,9,Yes,11.5,3,4,9,3,1,1,7,8,Hyderabad,1587,66,11829,3,1
37,Yes,Non-Travel,IT,5,B.Tech,3,Female,4,1,Manager,3,Separated,29153.0,7,No,16.3,4,1,7,1,1,3,9,8,Pune,722,122,21003,3,3
55,No,Non-Travel,HR,6,High School,2,Female,4,2,Associate,2,Separated,212977.0,8,No,17.3,4,1,10,0,3,9,7,9,Hyderabad,1030,139,32085,4,9
24,Yes,Non-Travel,Sales,13,Master's,1,Female,2,2,Specialist,3,Single,79663.0,7,No,20.9,4,1,6,2,3,2,1,3,Chennai,1718,90,31175,3,2
54,Yes,Non-Travel,Finance,29,PhD,3,Female,3,4,Senior,2,Separated,169452.0,9,Yes,22.9,1,2,2,1,4,0,0,8,Bangalore,1553,151,36222,3,0
37,Yes,Travel_Frequently,Sales,25,Bachelor's,3,Female,2,1,Junior,4,Single,125086.0,2,No,13.2,4,1,23,2,1,4,10,4,Pune,1110,84,19544,3,4
31,Yes,Non-Travel,Support,20,B.Tech,1,Female,1,5,Junior,1,Divorced,62155.0,4,Yes,22.2,4,1,25,2,2,13,10,10,Ahmedabad,1577,149,26669,2,13
25,Yes,Non-Travel,Admin,24,Diploma,4,Male,1,4,Senior,4,Married,106678.0,2,No,14.3,4,4,18,0,2,3,0,8,Mumbai,1587,104,27327,1,3
44,Yes,Travel_Rarely,Finance,15,Bachelor's,4,Female,4,4,Manager,3,Divorced,135076.0,6,Yes,18.8,2,1,8,0,4,4,5,7,Kolkata,1506,165,36181,3,4
